gsid,formal_name,district,station_id,year,month,max_temp
138,Jomsom,Mustang,601,2001,5,20.6
138,Jomsom,Mustang,601,2001,6,22.3
138,Jomsom,Mustang,601,2001,7,23.2
138,Jomsom,Mustang,601,2001,8,22
138,Jomsom,Mustang,601,2001,9,20.6
138,Jomsom,Mustang,601,2001,10,18.5
138,Jomsom,Mustang,601,2001,11,15.4
138,Jomsom,Mustang,601,2001,12,11.8
138,Jomsom,Mustang,601,2002,1,9.6
138,Jomsom,Mustang,601,2002,2,11.9
138,Jomsom,Mustang,601,2002,3,15.1
138,Jomsom,Mustang,601,2002,4,18.7
138,Jomsom,Mustang,601,2002,5,20.4
138,Jomsom,Mustang,601,2002,6,22.3
138,Jomsom,Mustang,601,2002,7,22.9
138,Jomsom,Mustang,601,2002,8,22.7
138,Jomsom,Mustang,601,2002,9,20.3
138,Jomsom,Mustang,601,2002,10,17.5
138,Jomsom,Mustang,601,2002,11,14.5
138,Jomsom,Mustang,601,2002,12,11.4
138,Jomsom,Mustang,601,2003,1,11.9
138,Jomsom,Mustang,601,2003,2,10.9
138,Jomsom,Mustang,601,2003,3,14.3
138,Jomsom,Mustang,601,2003,4,19.3
138,Jomsom,Mustang,601,2003,5,19.5
138,Jomsom,Mustang,601,2003,6,22
138,Jomsom,Mustang,601,2003,7,22.5
138,Jomsom,Mustang,601,2003,8,22.5
138,Jomsom,Mustang,601,2003,9,21
138,Jomsom,Mustang,601,2003,10,19
138,Jomsom,Mustang,601,2003,11,14.5
138,Jomsom,Mustang,601,2003,12,10.3
138,Jomsom,Mustang,601,2004,1,9.5
138,Jomsom,Mustang,601,2004,2,12.6
138,Jomsom,Mustang,601,2004,3,18.2
138,Jomsom,Mustang,601,2004,4,18.7
138,Jomsom,Mustang,601,2004,5,20.8
138,Jomsom,Mustang,601,2004,6,22.1
138,Jomsom,Mustang,601,2004,7,22.4
138,Jomsom,Mustang,601,2004,8,22.9
138,Jomsom,Mustang,601,2004,9,21.5
138,Jomsom,Mustang,601,2004,10,16.5
138,Jomsom,Mustang,601,2004,11,12.9
138,Jomsom,Mustang,601,2004,12,13
138,Jomsom,Mustang,601,2005,1,9.1
138,Jomsom,Mustang,601,2005,2,11.2
138,Jomsom,Mustang,601,2005,3,17
138,Jomsom,Mustang,601,2005,4,18.4
138,Jomsom,Mustang,601,2005,5,20.3
138,Jomsom,Mustang,601,2005,6,23.4
138,Jomsom,Mustang,601,2005,7,22.3
138,Jomsom,Mustang,601,2005,8,22.9
138,Jomsom,Mustang,601,2005,9,21.7
138,Jomsom,Mustang,601,2005,10,17
138,Jomsom,Mustang,601,2005,11,14.5
138,Jomsom,Mustang,601,2005,12,13.1
138,Jomsom,Mustang,601,2006,1,13.6
138,Jomsom,Mustang,601,2006,2,15.9
138,Jomsom,Mustang,601,2006,3,14.5
138,Jomsom,Mustang,601,2006,4,17.4
138,Jomsom,Mustang,601,2006,5,20.8
138,Jomsom,Mustang,601,2006,6,21.9
138,Jomsom,Mustang,601,2006,7,22.9
138,Jomsom,Mustang,601,2006,8,22.5
138,Jomsom,Mustang,601,2006,9,21.7
138,Jomsom,Mustang,601,2006,10,18
138,Jomsom,Mustang,601,2006,11,14.3
138,Jomsom,Mustang,601,2006,12,13.7
138,Jomsom,Mustang,601,2007,1,11.9
138,Jomsom,Mustang,601,2007,2,9.5
138,Jomsom,Mustang,601,2007,3,14.7
138,Jomsom,Mustang,601,2007,4,19.9
138,Jomsom,Mustang,601,2007,5,21.7
138,Jomsom,Mustang,601,2007,6,23.4
138,Jomsom,Mustang,601,2007,7,22.7
138,Jomsom,Mustang,601,2007,8,22.5
138,Jomsom,Mustang,601,2007,9,20.9
138,Jomsom,Mustang,601,2007,10,18.1
138,Jomsom,Mustang,601,2007,11,14.3
138,Jomsom,Mustang,601,2007,12,12.8
138,Jomsom,Mustang,601,2008,1,9.5
138,Jomsom,Mustang,601,2008,2,11.2
138,Jomsom,Mustang,601,2008,3,14.9
138,Jomsom,Mustang,601,2008,4,18.1
138,Jomsom,Mustang,601,2008,5,20.4
138,Jomsom,Mustang,601,2008,6,22.8
138,Jomsom,Mustang,601,2008,7,22.8
138,Jomsom,Mustang,601,2008,8,22.3
138,Jomsom,Mustang,601,2008,9,20.7
138,Jomsom,Mustang,601,2008,10,17.9
138,Jomsom,Mustang,601,2008,11,16.9
138,Jomsom,Mustang,601,2008,12,14.1
138,Jomsom,Mustang,601,2009,1,14
138,Jomsom,Mustang,601,2009,2,15.1
138,Jomsom,Mustang,601,2009,3,15.3
138,Jomsom,Mustang,601,2009,4,19.5
138,Jomsom,Mustang,601,2009,5,19.6
138,Jomsom,Mustang,601,2009,6,22.8
138,Jomsom,Mustang,601,2009,7,23.7
138,Jomsom,Mustang,601,2009,8,22.6
138,Jomsom,Mustang,601,2009,9,21.4
138,Jomsom,Mustang,601,2009,10,17.9
138,Jomsom,Mustang,601,2009,11,14.6
138,Jomsom,Mustang,601,2009,12,12.3
138,Jomsom,Mustang,601,2010,1,13.3
138,Jomsom,Mustang,601,2010,2,12
138,Jomsom,Mustang,601,2010,3,17.8
138,Jomsom,Mustang,601,2010,4,20.9
138,Jomsom,Mustang,601,2010,5,21
138,Jomsom,Mustang,601,2010,6,22.6
138,Jomsom,Mustang,601,2010,7,22.2
138,Jomsom,Mustang,601,2010,8,22.5
138,Jomsom,Mustang,601,2010,9,20.9
138,Jomsom,Mustang,601,2010,10,18.8
138,Jomsom,Mustang,601,2010,11,15.6
138,Jomsom,Mustang,601,2010,12,13.7
138,Jomsom,Mustang,601,2011,1,10.4
138,Jomsom,Mustang,601,2011,2,12.7
138,Jomsom,Mustang,601,2011,3,16
138,Jomsom,Mustang,601,2011,4,17.3
138,Jomsom,Mustang,601,2011,5,21.5
138,Jomsom,Mustang,601,2011,6,22.1
138,Jomsom,Mustang,601,2011,7,22.5
138,Jomsom,Mustang,601,2011,8,22.5
138,Jomsom,Mustang,601,2011,9,21.7
138,Jomsom,Mustang,601,2011,10,18.1
138,Jomsom,Mustang,601,2011,11,14.8
138,Jomsom,Mustang,601,2011,12,12.2
138,Jomsom,Mustang,601,2012,1,7.9
138,Jomsom,Mustang,601,2012,2,11.9
138,Jomsom,Mustang,601,2012,3,15.7
138,Jomsom,Mustang,601,2012,4,17.3
138,Jomsom,Mustang,601,2012,5,20.6
138,Jomsom,Mustang,601,2012,6,23.5
138,Jomsom,Mustang,601,2012,7,22.8
138,Jomsom,Mustang,601,2012,8,22.6
138,Jomsom,Mustang,601,2012,9,21.8
138,Jomsom,Mustang,601,2012,10,18.2
138,Jomsom,Mustang,601,2012,11,14.4
138,Jomsom,Mustang,601,2012,12,14.1
138,Jomsom,Mustang,601,2013,1,10.4
138,Jomsom,Mustang,601,2013,2,10.4
138,Jomsom,Mustang,601,2013,3,17.2
138,Jomsom,Mustang,601,2013,4,20.2
138,Jomsom,Mustang,601,2013,5,21
138,Jomsom,Mustang,601,2013,6,21.8
138,Jomsom,Mustang,601,2013,7,22.5
138,Jomsom,Mustang,601,2013,8,22.6
138,Jomsom,Mustang,601,2013,9,21.8
138,Jomsom,Mustang,601,2013,10,18.3
138,Jomsom,Mustang,601,2013,11,15.2
138,Jomsom,Mustang,601,2013,12,12.3
138,Jomsom,Mustang,601,2014,1,10.3
138,Jomsom,Mustang,601,2014,2,11.8
138,Jomsom,Mustang,601,2014,3,15.1
138,Jomsom,Mustang,601,2014,4,18
138,Jomsom,Mustang,601,2014,5,20.7
138,Jomsom,Mustang,601,2014,6,23.8
138,Jomsom,Mustang,601,2014,7,23
138,Jomsom,Mustang,601,2014,8,23.2
138,Jomsom,Mustang,601,2014,9,21.9
138,Jomsom,Mustang,601,2014,10,17.4
138,Jomsom,Mustang,601,2014,11,15.4
138,Jomsom,Mustang,601,2014,12,12.6
138,Jomsom,Mustang,601,2015,1,8.7
138,Jomsom,Mustang,601,2015,2,13.1
138,Jomsom,Mustang,601,2015,3,14
138,Jomsom,Mustang,601,2015,4,16.7
138,Jomsom,Mustang,601,2015,5,21.6
138,Jomsom,Mustang,601,2015,6,22.2
138,Jomsom,Mustang,601,2015,7,22.8
138,Jomsom,Mustang,601,2015,8,22.9
138,Jomsom,Mustang,601,2015,9,22.3
138,Jomsom,Mustang,601,2015,10,18.2
138,Jomsom,Mustang,601,2015,11,16.1
138,Jomsom,Mustang,601,2015,12,12.1
138,Jomsom,Mustang,601,2016,1,10.3
138,Jomsom,Mustang,601,2016,2,14.2
138,Jomsom,Mustang,601,2016,3,16.4
138,Jomsom,Mustang,601,2016,4,20
138,Jomsom,Mustang,601,2016,5,20.4
138,Jomsom,Mustang,601,2016,6,23.1
138,Jomsom,Mustang,601,2016,7,22.3
138,Jomsom,Mustang,601,2016,8,23.2
138,Jomsom,Mustang,601,2016,9,22.1
138,Jomsom,Mustang,601,2016,10,18.9
138,Jomsom,Mustang,601,2016,11,16.7
138,Jomsom,Mustang,601,2016,12,16.2
138,Jomsom,Mustang,601,2017,1,11.9
138,Jomsom,Mustang,601,2017,2,13.9
138,Jomsom,Mustang,601,2017,3,14.5
138,Jomsom,Mustang,601,2017,4,19.8
138,Jomsom,Mustang,601,2017,5,20.1
138,Jomsom,Mustang,601,2017,6,23.4
138,Jomsom,Mustang,601,2017,7,22.7
138,Jomsom,Mustang,601,2017,8,22.9
138,Jomsom,Mustang,601,2017,9,22
138,Jomsom,Mustang,601,2017,10,19.6
138,Jomsom,Mustang,601,2017,11,14.9
138,Jomsom,Mustang,601,2017,12,15.1
138,Jomsom,Mustang,601,2018,1,12.3
138,Jomsom,Mustang,601,2018,2,13.1
138,Jomsom,Mustang,601,2018,3,15.7
138,Jomsom,Mustang,601,2018,4,18.2
138,Jomsom,Mustang,601,2018,5,20.5
138,Jomsom,Mustang,601,2018,6,23
138,Jomsom,Mustang,601,2018,7,23.3
138,Jomsom,Mustang,601,2018,8,22.6
138,Jomsom,Mustang,601,2018,9,21.5
138,Jomsom,Mustang,601,2018,10,17.3
138,Jomsom,Mustang,601,2018,11,14.9
138,Jomsom,Mustang,601,2018,12,10.8
138,Jomsom,Mustang,601,2019,1,8.4
138,Jomsom,Mustang,601,2019,2,9.3
138,Jomsom,Mustang,601,2019,3,14.8
138,Jomsom,Mustang,601,2019,4,19.4
138,Jomsom,Mustang,601,2019,5,21.1
138,Jomsom,Mustang,601,2019,6,23
138,Jomsom,Mustang,601,2019,7,23.2
138,Jomsom,Mustang,601,2019,8,23.5
138,Jomsom,Mustang,601,2019,9,21.5
138,Jomsom,Mustang,601,2019,10,19.2
138,Jomsom,Mustang,601,2019,11,16.3
138,Jomsom,Mustang,601,2019,12,11.5
64,Jumla,Jumla,303,1990,1,18.2
64,Jumla,Jumla,303,1990,2,12.4
64,Jumla,Jumla,303,1990,3,15.4
64,Jumla,Jumla,303,1990,4,20.6
64,Jumla,Jumla,303,1990,5,23.8
64,Jumla,Jumla,303,1990,6,27.1
64,Jumla,Jumla,303,1990,7,23.5
64,Jumla,Jumla,303,1990,8,24.4
64,Jumla,Jumla,303,1990,9,25.3
64,Jumla,Jumla,303,1990,10,21.6
64,Jumla,Jumla,303,1990,11,19.3
64,Jumla,Jumla,303,1990,12,15.1
64,Jumla,Jumla,303,1991,1,12.2
64,Jumla,Jumla,303,1991,2,14.3
64,Jumla,Jumla,303,1991,3,16.5
64,Jumla,Jumla,303,1991,4,19.9
64,Jumla,Jumla,303,1991,5,24.6
64,Jumla,Jumla,303,1991,6,24.9
64,Jumla,Jumla,303,1991,7,25.9
64,Jumla,Jumla,303,1991,8,24.5
64,Jumla,Jumla,303,1991,9,24.6
64,Jumla,Jumla,303,1991,10,22.7
64,Jumla,Jumla,303,1991,11,17.2
64,Jumla,Jumla,303,1991,12,13.9
64,Jumla,Jumla,303,1992,1,13.2
64,Jumla,Jumla,303,1992,2,13.6
64,Jumla,Jumla,303,1992,3,18.3
64,Jumla,Jumla,303,1992,4,22.6
64,Jumla,Jumla,303,1992,5,22.8
64,Jumla,Jumla,303,1992,6,26
64,Jumla,Jumla,303,1992,7,25.1
64,Jumla,Jumla,303,1992,8,23.8
64,Jumla,Jumla,303,1992,9,23.6
64,Jumla,Jumla,303,1992,10,20.8
64,Jumla,Jumla,303,1992,11,17.9
64,Jumla,Jumla,303,1992,12,15.9
64,Jumla,Jumla,303,1993,1,12
64,Jumla,Jumla,303,1993,2,15.9
64,Jumla,Jumla,303,1993,3,14.4
64,Jumla,Jumla,303,1993,4,20.4
64,Jumla,Jumla,303,1993,5,23.9
64,Jumla,Jumla,303,1993,6,24.4
64,Jumla,Jumla,303,1993,7,25
64,Jumla,Jumla,303,1993,8,24.8
64,Jumla,Jumla,303,1993,9,22.3
64,Jumla,Jumla,303,1993,10,22.1
64,Jumla,Jumla,303,1993,11,18.7
64,Jumla,Jumla,303,1993,12,16.5
64,Jumla,Jumla,303,1994,1,13.5
64,Jumla,Jumla,303,1994,2,12.7
64,Jumla,Jumla,303,1994,3,20.3
64,Jumla,Jumla,303,1994,4,19.6
64,Jumla,Jumla,303,1994,5,23.8
64,Jumla,Jumla,303,1994,6,26.8
64,Jumla,Jumla,303,1994,7,25.9
64,Jumla,Jumla,303,1994,8,23.7
64,Jumla,Jumla,303,1994,9,24.8
64,Jumla,Jumla,303,1994,10,22.2
64,Jumla,Jumla,303,1994,11,17.1
64,Jumla,Jumla,303,1994,12,14.9
64,Jumla,Jumla,303,1995,1,10.5
64,Jumla,Jumla,303,1995,2,12.8
64,Jumla,Jumla,303,1995,3,17.1
64,Jumla,Jumla,303,1995,4,20.9
64,Jumla,Jumla,303,1995,5,25.5
64,Jumla,Jumla,303,1995,6,26.3
64,Jumla,Jumla,303,1995,7,24.9
64,Jumla,Jumla,303,1995,8,24.1
64,Jumla,Jumla,303,1995,9,24.3
64,Jumla,Jumla,303,1995,10,23
64,Jumla,Jumla,303,1995,11,18.1
64,Jumla,Jumla,303,1995,12,14.6
64,Jumla,Jumla,303,1996,1,12.7
64,Jumla,Jumla,303,1996,2,13.6
64,Jumla,Jumla,303,1996,3,18.8
64,Jumla,Jumla,303,1996,4,21.2
64,Jumla,Jumla,303,1996,5,24.8
64,Jumla,Jumla,303,1996,6,25.5
64,Jumla,Jumla,303,1996,7,25.3
64,Jumla,Jumla,303,1996,8,23.9
64,Jumla,Jumla,303,1996,9,24.2
64,Jumla,Jumla,303,1996,10,19.9
64,Jumla,Jumla,303,1996,11,19
64,Jumla,Jumla,303,1996,12,17.4
64,Jumla,Jumla,303,1997,1,12.4
64,Jumla,Jumla,303,1997,2,13.7
64,Jumla,Jumla,303,1997,3,18
64,Jumla,Jumla,303,1997,4,19.3
64,Jumla,Jumla,303,1997,5,22.9
64,Jumla,Jumla,303,1997,6,25.7
64,Jumla,Jumla,303,1997,7,26.7
64,Jumla,Jumla,303,1997,8,24.5
64,Jumla,Jumla,303,1997,9,24.5
64,Jumla,Jumla,303,1997,10,19
64,Jumla,Jumla,303,1997,11,16.7
64,Jumla,Jumla,303,1997,12,11.8
64,Jumla,Jumla,303,1998,1,15
64,Jumla,Jumla,303,1998,2,15.2
64,Jumla,Jumla,303,1998,3,16.2
64,Jumla,Jumla,303,1998,4,21.9
64,Jumla,Jumla,303,1998,5,26
64,Jumla,Jumla,303,1998,6,27.4
64,Jumla,Jumla,303,1998,7,25.1
64,Jumla,Jumla,303,1998,8,24.6
64,Jumla,Jumla,303,1998,9,24.8
64,Jumla,Jumla,303,1998,10,22.5
64,Jumla,Jumla,303,1998,11,19.3
64,Jumla,Jumla,303,1998,12,18
64,Jumla,Jumla,303,1999,1,14.4
64,Jumla,Jumla,303,1999,2,17.7
64,Jumla,Jumla,303,1999,3,21.4
64,Jumla,Jumla,303,1999,4,25.3
64,Jumla,Jumla,303,1999,5,25.9
64,Jumla,Jumla,303,1999,6,25
64,Jumla,Jumla,303,1999,7,25.1
64,Jumla,Jumla,303,1999,8,24.4
64,Jumla,Jumla,303,1999,9,24.6
64,Jumla,Jumla,303,1999,10,21.5
64,Jumla,Jumla,303,1999,11,19.4
64,Jumla,Jumla,303,1999,12,16.7
64,Jumla,Jumla,303,2000,1,13.9
64,Jumla,Jumla,303,2000,2,11.9
64,Jumla,Jumla,303,2000,3,16.8
64,Jumla,Jumla,303,2000,4,22.6
64,Jumla,Jumla,303,2000,5,24.4
64,Jumla,Jumla,303,2000,6,23.9
64,Jumla,Jumla,303,2000,7,24.2
64,Jumla,Jumla,303,2000,8,24.4
64,Jumla,Jumla,303,2000,9,23.1
64,Jumla,Jumla,303,2000,10,23.1
64,Jumla,Jumla,303,2000,11,18.6
64,Jumla,Jumla,303,2000,12,17.4
64,Jumla,Jumla,303,2001,1,14.8
64,Jumla,Jumla,303,2001,2,16.5
64,Jumla,Jumla,303,2001,3,17.7
64,Jumla,Jumla,303,2001,4,20.8
64,Jumla,Jumla,303,2001,5,23.8
64,Jumla,Jumla,303,2001,6,24.3
64,Jumla,Jumla,303,2001,7,25.4
64,Jumla,Jumla,303,2001,8,25.3
64,Jumla,Jumla,303,2001,9,25.7
64,Jumla,Jumla,303,2001,10,23.5
64,Jumla,Jumla,303,2001,11,19.8
64,Jumla,Jumla,303,2001,12,16.9
64,Jumla,Jumla,303,2002,1,12.6
64,Jumla,Jumla,303,2002,2,14.8
64,Jumla,Jumla,303,2002,3,18.7
64,Jumla,Jumla,303,2002,4,21.4
64,Jumla,Jumla,303,2002,5,23.9
64,Jumla,Jumla,303,2002,6,26.5
64,Jumla,Jumla,303,2002,7,26.4
64,Jumla,Jumla,303,2002,8,24.4
64,Jumla,Jumla,303,2002,9,22.3
64,Jumla,Jumla,303,2002,10,22
64,Jumla,Jumla,303,2002,11,19
64,Jumla,Jumla,303,2002,12,16.2
64,Jumla,Jumla,303,2003,1,15.7
64,Jumla,Jumla,303,2003,2,14.6
64,Jumla,Jumla,303,2003,3,18
64,Jumla,Jumla,303,2003,4,22.1
64,Jumla,Jumla,303,2003,5,24
64,Jumla,Jumla,303,2003,6,26.1
64,Jumla,Jumla,303,2003,7,24.6
64,Jumla,Jumla,303,2003,8,24.9
64,Jumla,Jumla,303,2003,9,23.9
64,Jumla,Jumla,303,2003,10,23.3
64,Jumla,Jumla,303,2003,11,19.5
64,Jumla,Jumla,303,2003,12,15.3
64,Jumla,Jumla,303,2004,1,13.3
64,Jumla,Jumla,303,2004,2,17.9
64,Jumla,Jumla,303,2004,3,22.7
64,Jumla,Jumla,303,2004,4,22.4
64,Jumla,Jumla,303,2004,5,24.4
64,Jumla,Jumla,303,2004,6,26.2
64,Jumla,Jumla,303,2004,7,25.6
64,Jumla,Jumla,303,2004,8,25
64,Jumla,Jumla,303,2004,9,24.8
64,Jumla,Jumla,303,2004,10,20.5
64,Jumla,Jumla,303,2004,11,17.7
64,Jumla,Jumla,303,2004,12,17.3
64,Jumla,Jumla,303,2005,1,11.8
64,Jumla,Jumla,303,2005,2,12.9
64,Jumla,Jumla,303,2005,3,19.1
64,Jumla,Jumla,303,2005,4,21.7
64,Jumla,Jumla,303,2005,5,24.3
64,Jumla,Jumla,303,2005,6,28.1
64,Jumla,Jumla,303,2005,7,24.5
64,Jumla,Jumla,303,2005,8,25.4
64,Jumla,Jumla,303,2005,9,24.5
64,Jumla,Jumla,303,2005,10,22.8
64,Jumla,Jumla,303,2005,11,19.9
64,Jumla,Jumla,303,2005,12,16.2
64,Jumla,Jumla,303,2006,1,17.1
64,Jumla,Jumla,303,2006,2,20.4
64,Jumla,Jumla,303,2006,3,18.7
64,Jumla,Jumla,303,2006,4,21.4
64,Jumla,Jumla,303,2006,5,25.1
64,Jumla,Jumla,303,2006,6,26.3
64,Jumla,Jumla,303,2006,7,25.7
64,Jumla,Jumla,303,2006,8,25.4
64,Jumla,Jumla,303,2006,9,26
64,Jumla,Jumla,303,2006,10,22.8
64,Jumla,Jumla,303,2006,11,19.1
64,Jumla,Jumla,303,2006,12,17.5
64,Jumla,Jumla,303,2007,1,16.6
64,Jumla,Jumla,303,2007,2,14.2
64,Jumla,Jumla,303,2007,3,18
64,Jumla,Jumla,303,2007,4,23.9
64,Jumla,Jumla,303,2007,5,24.5
64,Jumla,Jumla,303,2007,6,26.7
64,Jumla,Jumla,303,2007,7,24.8
64,Jumla,Jumla,303,2007,8,24.9
64,Jumla,Jumla,303,2007,9,25.2
64,Jumla,Jumla,303,2007,10,23.3
64,Jumla,Jumla,303,2007,11,19.5
64,Jumla,Jumla,303,2007,12,17.2
64,Jumla,Jumla,303,2008,1,12.3
64,Jumla,Jumla,303,2008,2,16.4
64,Jumla,Jumla,303,2008,3,20.2
64,Jumla,Jumla,303,2008,4,22.6
64,Jumla,Jumla,303,2008,5,23.6
64,Jumla,Jumla,303,2008,6,24.9
64,Jumla,Jumla,303,2008,7,24.8
64,Jumla,Jumla,303,2008,8,24.8
64,Jumla,Jumla,303,2008,9,24.7
64,Jumla,Jumla,303,2008,10,22.5
64,Jumla,Jumla,303,2008,11,21.5
64,Jumla,Jumla,303,2008,12,18.9
64,Jumla,Jumla,303,2009,1,18
64,Jumla,Jumla,303,2009,2,18.2
64,Jumla,Jumla,303,2009,3,20.3
64,Jumla,Jumla,303,2009,4,24.2
64,Jumla,Jumla,303,2009,5,24.2
64,Jumla,Jumla,303,2009,6,27.9
64,Jumla,Jumla,303,2009,7,26.4
64,Jumla,Jumla,303,2009,8,25.7
64,Jumla,Jumla,303,2009,9,23.6
64,Jumla,Jumla,303,2009,10,21.8
64,Jumla,Jumla,303,2009,11,18.9
64,Jumla,Jumla,303,2009,12,16.3
64,Jumla,Jumla,303,2010,1,16.6
64,Jumla,Jumla,303,2010,2,15.6
64,Jumla,Jumla,303,2010,3,22.5
64,Jumla,Jumla,303,2010,4,24.9
64,Jumla,Jumla,303,2010,5,24.6
64,Jumla,Jumla,303,2010,6,26.8
64,Jumla,Jumla,303,2010,7,24.7
64,Jumla,Jumla,303,2010,8,24.7
64,Jumla,Jumla,303,2010,9,24.1
64,Jumla,Jumla,303,2010,10,23.4
64,Jumla,Jumla,303,2010,11,20.8
64,Jumla,Jumla,303,2010,12,16.6
64,Jumla,Jumla,303,2011,1,13.9
64,Jumla,Jumla,303,2011,2,15.2
64,Jumla,Jumla,303,2011,3,19.7
64,Jumla,Jumla,303,2011,4,20.5
64,Jumla,Jumla,303,2011,5,24
64,Jumla,Jumla,303,2011,6,25.1
64,Jumla,Jumla,303,2011,7,24.4
64,Jumla,Jumla,303,2011,8,24.7
64,Jumla,Jumla,303,2011,9,25.5
64,Jumla,Jumla,303,2011,10,23.1
64,Jumla,Jumla,303,2011,11,20.5
64,Jumla,Jumla,303,2011,12,17.9
64,Jumla,Jumla,303,2012,1,10.9
64,Jumla,Jumla,303,2012,2,14.3
64,Jumla,Jumla,303,2012,3,19.2
64,Jumla,Jumla,303,2012,4,21
64,Jumla,Jumla,303,2012,5,25
64,Jumla,Jumla,303,2012,6,28.2
64,Jumla,Jumla,303,2012,7,25.3
64,Jumla,Jumla,303,2012,8,24.9
64,Jumla,Jumla,303,2012,9,25.5
64,Jumla,Jumla,303,2012,10,22.4
64,Jumla,Jumla,303,2012,11,19.5
64,Jumla,Jumla,303,2012,12,17.8
64,Jumla,Jumla,303,2013,1,14.8
64,Jumla,Jumla,303,2013,2,13.8
64,Jumla,Jumla,303,2013,3,21.3
64,Jumla,Jumla,303,2013,4,22.2
64,Jumla,Jumla,303,2013,5,25.5
64,Jumla,Jumla,303,2013,6,24.8
64,Jumla,Jumla,303,2013,7,24.9
64,Jumla,Jumla,303,2013,8,25.3
64,Jumla,Jumla,303,2013,9,25.8
64,Jumla,Jumla,303,2013,10,22.4
64,Jumla,Jumla,303,2013,11,20.5
64,Jumla,Jumla,303,2013,12,18
64,Jumla,Jumla,303,2014,1,14.8
64,Jumla,Jumla,303,2014,2,15
64,Jumla,Jumla,303,2014,3,18.6
64,Jumla,Jumla,303,2014,4,22.6
64,Jumla,Jumla,303,2014,5,24.9
64,Jumla,Jumla,303,2014,6,28.2
64,Jumla,Jumla,303,2014,7,25.4
64,Jumla,Jumla,303,2014,8,25.8
64,Jumla,Jumla,303,2014,9,25.5
64,Jumla,Jumla,303,2014,10,22.5
64,Jumla,Jumla,303,2014,11,21.2
64,Jumla,Jumla,303,2014,12,17.8
64,Jumla,Jumla,303,2015,1,14.1
64,Jumla,Jumla,303,2015,2,16.4
64,Jumla,Jumla,303,2015,3,18.5
64,Jumla,Jumla,303,2015,4,19.6
64,Jumla,Jumla,303,2015,5,25.3
64,Jumla,Jumla,303,2015,6,26
64,Jumla,Jumla,303,2015,7,25.6
64,Jumla,Jumla,303,2015,8,25.4
64,Jumla,Jumla,303,2015,9,27.2
64,Jumla,Jumla,303,2015,10,23.1
64,Jumla,Jumla,303,2015,11,20.2
64,Jumla,Jumla,303,2015,12,16.3
64,Jumla,Jumla,303,2016,1,13.1
64,Jumla,Jumla,303,2016,2,17.7
64,Jumla,Jumla,303,2016,3,20.1
64,Jumla,Jumla,303,2016,4,25
64,Jumla,Jumla,303,2016,5,24.8
64,Jumla,Jumla,303,2016,6,27.7
64,Jumla,Jumla,303,2016,7,23.8
64,Jumla,Jumla,303,2016,8,24.6
64,Jumla,Jumla,303,2016,9,25.6
64,Jumla,Jumla,303,2016,10,23.1
64,Jumla,Jumla,303,2016,11,21.2
64,Jumla,Jumla,303,2016,12,19.3
64,Jumla,Jumla,303,2017,1,13.2
64,Jumla,Jumla,303,2017,2,18.8
64,Jumla,Jumla,303,2017,3,18.2
64,Jumla,Jumla,303,2017,4,23.1
64,Jumla,Jumla,303,2017,5,24.4
64,Jumla,Jumla,303,2017,6,26.8
64,Jumla,Jumla,303,2017,7,24.1
64,Jumla,Jumla,303,2017,8,24.6
64,Jumla,Jumla,303,2017,9,25.4
64,Jumla,Jumla,303,2017,10,23.7
64,Jumla,Jumla,303,2017,11,19.1
64,Jumla,Jumla,303,2017,12,17.7
64,Jumla,Jumla,303,2018,1,18.8
64,Jumla,Jumla,303,2018,2,17.6
64,Jumla,Jumla,303,2018,3,20.5
64,Jumla,Jumla,303,2018,4,22.1
64,Jumla,Jumla,303,2018,5,25.2
64,Jumla,Jumla,303,2018,6,27.3
64,Jumla,Jumla,303,2018,7,25.3
64,Jumla,Jumla,303,2018,8,24.1
64,Jumla,Jumla,303,2018,9,24.6
64,Jumla,Jumla,303,2018,10,21.7
64,Jumla,Jumla,303,2018,11,19.3
64,Jumla,Jumla,303,2018,12,14.8
64,Jumla,Jumla,303,2019,1,11.1
64,Jumla,Jumla,303,2019,2,11.3
64,Jumla,Jumla,303,2019,3,17.8
64,Jumla,Jumla,303,2019,4,22.4
64,Jumla,Jumla,303,2019,5,24.2
64,Jumla,Jumla,303,2019,6,26.2
64,Jumla,Jumla,303,2019,7,24.3
64,Jumla,Jumla,303,2019,8,25.3
64,Jumla,Jumla,303,2019,9,24.1
64,Jumla,Jumla,303,2019,10,22.2
64,Jumla,Jumla,303,2019,11,20
64,Jumla,Jumla,303,2019,12,13.9
121,Rajbiraj,Saptari,1223,1990,1,23.2
121,Rajbiraj,Saptari,1223,1990,2,25.9
121,Rajbiraj,Saptari,1223,1990,3,29.8
121,Rajbiraj,Saptari,1223,1990,4,33.5
121,Rajbiraj,Saptari,1223,1990,5,33.1
121,Rajbiraj,Saptari,1223,1990,6,33.7
121,Rajbiraj,Saptari,1223,1990,7,32.8
121,Rajbiraj,Saptari,1223,1990,8,34
121,Rajbiraj,Saptari,1223,1990,9,32.8
121,Rajbiraj,Saptari,1223,1990,10,31.1
121,Rajbiraj,Saptari,1223,1990,11,31
121,Rajbiraj,Saptari,1223,1990,12,26.9
121,Rajbiraj,Saptari,1223,1991,1,23.3
121,Rajbiraj,Saptari,1223,1991,2,28
121,Rajbiraj,Saptari,1223,1991,3,32.5
