gsid,formal_name,district,station_id,year,month,rainfall_sum
8,Dadeldhura,Dadeldhura,104,1991,5,38.8
8,Dadeldhura,Dadeldhura,104,1991,6,154.3
8,Dadeldhura,Dadeldhura,104,1991,7,247.1
8,Dadeldhura,Dadeldhura,104,1991,8,505.5
8,Dadeldhura,Dadeldhura,104,1991,9,113.3
8,Dadeldhura,Dadeldhura,104,1991,10,0.4
8,Dadeldhura,Dadeldhura,104,1991,11,6.7
8,Dadeldhura,Dadeldhura,104,1991,12,39.5
8,Dadeldhura,Dadeldhura,104,1992,1,73.4
8,Dadeldhura,Dadeldhura,104,1992,2,43.7
8,Dadeldhura,Dadeldhura,104,1992,3,4.6
8,Dadeldhura,Dadeldhura,104,1992,4,21.2
8,Dadeldhura,Dadeldhura,104,1992,5,90.3
8,Dadeldhura,Dadeldhura,104,1992,6,171.5
8,Dadeldhura,Dadeldhura,104,1992,7,172.5
8,Dadeldhura,Dadeldhura,104,1992,8,170.6
8,Dadeldhura,Dadeldhura,104,1992,9,201.1
8,Dadeldhura,Dadeldhura,104,1992,10,27
8,Dadeldhura,Dadeldhura,104,1992,11,9.5
8,Dadeldhura,Dadeldhura,104,1992,12,0.7
8,Dadeldhura,Dadeldhura,104,1993,1,60.6
8,Dadeldhura,Dadeldhura,104,1993,2,48.4
8,Dadeldhura,Dadeldhura,104,1993,3,127.4
8,Dadeldhura,Dadeldhura,104,1993,4,19.6
8,Dadeldhura,Dadeldhura,104,1993,5,115.7
8,Dadeldhura,Dadeldhura,104,1993,6,275.7
8,Dadeldhura,Dadeldhura,104,1993,7,219.8
8,Dadeldhura,Dadeldhura,104,1993,8,269.1
8,Dadeldhura,Dadeldhura,104,1993,9,418.9
8,Dadeldhura,Dadeldhura,104,1993,10,0
8,Dadeldhura,Dadeldhura,104,1993,11,0
8,Dadeldhura,Dadeldhura,104,1993,12,0
8,Dadeldhura,Dadeldhura,104,1994,1,39.5
8,Dadeldhura,Dadeldhura,104,1994,2,77.7
8,Dadeldhura,Dadeldhura,104,1994,3,7.1
8,Dadeldhura,Dadeldhura,104,1994,4,52.3
8,Dadeldhura,Dadeldhura,104,1994,5,118.6
8,Dadeldhura,Dadeldhura,104,1994,6,235.8
8,Dadeldhura,Dadeldhura,104,1994,7,389.8
8,Dadeldhura,Dadeldhura,104,1994,8,266.2
8,Dadeldhura,Dadeldhura,104,1994,9,46.9
8,Dadeldhura,Dadeldhura,104,1994,10,0
8,Dadeldhura,Dadeldhura,104,1994,11,0
8,Dadeldhura,Dadeldhura,104,1994,12,0
8,Dadeldhura,Dadeldhura,104,1995,1,102.7
8,Dadeldhura,Dadeldhura,104,1995,2,77.4
8,Dadeldhura,Dadeldhura,104,1995,3,85.6
8,Dadeldhura,Dadeldhura,104,1995,4,12.6
8,Dadeldhura,Dadeldhura,104,1995,5,42.2
8,Dadeldhura,Dadeldhura,104,1995,6,127
8,Dadeldhura,Dadeldhura,104,1995,7,213.7
8,Dadeldhura,Dadeldhura,104,1995,8,462.2
8,Dadeldhura,Dadeldhura,104,1995,9,323.6
8,Dadeldhura,Dadeldhura,104,1995,10,3.4
8,Dadeldhura,Dadeldhura,104,1995,11,11
8,Dadeldhura,Dadeldhura,104,1995,12,1.6
8,Dadeldhura,Dadeldhura,104,1996,1,62.6
8,Dadeldhura,Dadeldhura,104,1996,2,110.4
8,Dadeldhura,Dadeldhura,104,1996,3,22.2
8,Dadeldhura,Dadeldhura,104,1996,4,44.8
8,Dadeldhura,Dadeldhura,104,1996,5,18.2
8,Dadeldhura,Dadeldhura,104,1996,6,189.9
8,Dadeldhura,Dadeldhura,104,1996,7,339.6
8,Dadeldhura,Dadeldhura,104,1996,8,288.2
8,Dadeldhura,Dadeldhura,104,1996,9,114.4
8,Dadeldhura,Dadeldhura,104,1996,10,64.5
8,Dadeldhura,Dadeldhura,104,1996,11,0
8,Dadeldhura,Dadeldhura,104,1996,12,0
8,Dadeldhura,Dadeldhura,104,1997,1,41
8,Dadeldhura,Dadeldhura,104,1997,2,16.6
8,Dadeldhura,Dadeldhura,104,1997,3,13.6
8,Dadeldhura,Dadeldhura,104,1997,4,108.9
8,Dadeldhura,Dadeldhura,104,1997,5,98.2
8,Dadeldhura,Dadeldhura,104,1997,6,116.2
8,Dadeldhura,Dadeldhura,104,1997,7,242.5
8,Dadeldhura,Dadeldhura,104,1997,8,413
8,Dadeldhura,Dadeldhura,104,1997,9,137.8
8,Dadeldhura,Dadeldhura,104,1997,10,15
8,Dadeldhura,Dadeldhura,104,1997,11,38.4
8,Dadeldhura,Dadeldhura,104,1997,12,134.5
8,Dadeldhura,Dadeldhura,104,1998,1,8.2
8,Dadeldhura,Dadeldhura,104,1998,2,54.3
8,Dadeldhura,Dadeldhura,104,1998,3,135.1
8,Dadeldhura,Dadeldhura,104,1998,4,68.6
8,Dadeldhura,Dadeldhura,104,1998,5,101
8,Dadeldhura,Dadeldhura,104,1998,6,283.9
8,Dadeldhura,Dadeldhura,104,1998,7,506.5
8,Dadeldhura,Dadeldhura,104,1998,8,427.5
8,Dadeldhura,Dadeldhura,104,1998,9,146.2
8,Dadeldhura,Dadeldhura,104,1998,10,77.6
8,Dadeldhura,Dadeldhura,104,1998,11,2.6
8,Dadeldhura,Dadeldhura,104,1998,12,0
8,Dadeldhura,Dadeldhura,104,1999,1,36.1
8,Dadeldhura,Dadeldhura,104,1999,2,0.4
8,Dadeldhura,Dadeldhura,104,1999,3,0.8
8,Dadeldhura,Dadeldhura,104,1999,4,0.2
8,Dadeldhura,Dadeldhura,104,1999,5,16.4
8,Dadeldhura,Dadeldhura,104,1999,6,124
8,Dadeldhura,Dadeldhura,104,1999,7,304.6
8,Dadeldhura,Dadeldhura,104,1999,8,132.2
8,Dadeldhura,Dadeldhura,104,1999,9,75.1
8,Dadeldhura,Dadeldhura,104,1999,10,77.2
8,Dadeldhura,Dadeldhura,104,1999,11,0
8,Dadeldhura,Dadeldhura,104,1999,12,24
8,Dadeldhura,Dadeldhura,104,2000,1,25.5
8,Dadeldhura,Dadeldhura,104,2000,2,120.5
8,Dadeldhura,Dadeldhura,104,2000,3,50
8,Dadeldhura,Dadeldhura,104,2000,4,62.4
8,Dadeldhura,Dadeldhura,104,2000,5,166
8,Dadeldhura,Dadeldhura,104,2000,6,470.1
8,Dadeldhura,Dadeldhura,104,2000,7,336.7
8,Dadeldhura,Dadeldhura,104,2000,8,363.9
8,Dadeldhura,Dadeldhura,104,2000,9,128.3
8,Dadeldhura,Dadeldhura,104,2000,10,0
8,Dadeldhura,Dadeldhura,104,2000,11,11.7
8,Dadeldhura,Dadeldhura,104,2000,12,2.8
8,Dadeldhura,Dadeldhura,104,2001,1,31
8,Dadeldhura,Dadeldhura,104,2001,2,19.7
8,Dadeldhura,Dadeldhura,104,2001,3,64.6
8,Dadeldhura,Dadeldhura,104,2001,4,33
8,Dadeldhura,Dadeldhura,104,2001,5,168
8,Dadeldhura,Dadeldhura,104,2001,6,348.8
8,Dadeldhura,Dadeldhura,104,2001,7,392.6
8,Dadeldhura,Dadeldhura,104,2001,8,206
8,Dadeldhura,Dadeldhura,104,2001,9,51.8
8,Dadeldhura,Dadeldhura,104,2001,10,0
8,Dadeldhura,Dadeldhura,104,2001,11,6.5
8,Dadeldhura,Dadeldhura,104,2001,12,0
8,Dadeldhura,Dadeldhura,104,2002,1,87.2
8,Dadeldhura,Dadeldhura,104,2002,2,127.8
8,Dadeldhura,Dadeldhura,104,2002,3,38.5
8,Dadeldhura,Dadeldhura,104,2002,4,55.2
8,Dadeldhura,Dadeldhura,104,2002,5,111.4
8,Dadeldhura,Dadeldhura,104,2002,6,122
8,Dadeldhura,Dadeldhura,104,2002,7,130.8
8,Dadeldhura,Dadeldhura,104,2002,8,274.6
